City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
283,san vicente de canete,-13.0751,-76.3835,293.82,68,67,2.66,PE,1688831633
284,al bawiti,28.3492,28.8659,309.63,18,1,6.38,EG,1688831633
285,shihezi,44.3,86.0333,298.1,45,100,2.28,CN,1688831633
286,santa elena de uairen,4.6167,-61.1333,299.7,55,44,4.86,VE,1688831633
287,guiuan,11.0333,125.7247,301.73,80,100,4.59,PH,1688831633
288,nizao,18.25,-70.2,305.02,52,20,6.05,DO,1688831633
289,kertih,4.5141,103.4483,297.16,100,99,0.0,MY,1688831633
290,perros-guirec,48.8145,-3.4396,294.54,68,0,3.6,FR,1688831634
291,ketchikan,55.3422,-131.6461,290.41,82,0,4.63,US,1688831598
292,tazovsky,67.4667,78.7,286.13,69,86,4.03,RU,1688831634
293,bayanhongor,46.7167,100.1167,289.51,47,99,2.22,MN,1688831634
294,aweil,8.7682,27.4002,300.38,68,78,1.32,SS,1688831634
295,ulladulla,-35.35,150.4667,285.07,58,4,5.76,AU,1688831634
296,ambon,-3.6954,128.1814,300.3,15,40,3.09,ID,1688831634
297,nguigmi,14.2495,13.1092,303.76,49,73,5.71,NE,1688831634
298,pori,61.4833,21.7833,293.19,68,0,4.63,FI,1688831484
299,paradip garh,20.3167,86.6167,302.47,81,100,4.38,IN,1688831635
300,fagundes,-7.355,-35.775,299.37,73,75,4.12,BR,1688831635
301,nago,26.5881,127.9761,302.39,89,35,5.2,JP,1688831635
302,atherton,53.5237,-2.4935,294.98,89,100,0.89,GB,1688831635
303,turgen,43.4006,77.5933,292.22,74,100,4.1,KZ,1688831635
304,richards bay,-28.783,32.0377,293.83,60,23,1.34,ZA,1688831636
305,elin pelin,42.6667,23.6,297.05,53,75,5.14,BG,1688831636
306,shahpura,27.3833,75.9667,302.24,74,85,2.59,IN,1688831636
307,rabo de peixe,37.8,-25.5833,294.88,56,20,3.6,PT,1688831636
308,aasiaat,68.7098,-52.8699,276.61,96,100,4.59,GL,1688831636
309,glendive,47.1053,-104.7125,295.24,56,0,4.12,US,1688831636
310,sao vicente,-23.9631,-46.3919,303.13,30,0,7.72,BR,1688831571
311,mil'kovo,55.6078,37.7956,296.42,62,99,2.66,RU,1688831637
312,pacific grove,36.6177,-121.9166,288.97,82,75,7.15,US,1688831637
313,jamestown,42.097,-79.2353,297.05,48,0,2.57,US,1688831637
314,tucuma,-0.1833,-50.05,303.74,59,21,3.21,BR,1688831637
315,"laikit, laikit ii (dimembe)",1.4792,124.9735,295.62,100,40,1.03,ID,1688831637
316,hamilton,39.1834,-84.5333,297.44,88,100,4.63,US,1688831371
317,san pedro pochutla,15.7333,-96.4667,302.43,69,100,1.58,MX,1688831417
318,antofagasta,-23.65,-70.4,289.75,68,49,4.31,CL,1688831637
319,karukh,34.4811,62.5863,298.03,20,0,10.8,AF,1688831638
320,hammerfest,70.6634,23.6821,285.4,62,24,7.72,NO,1688831638
321,vadso,70.0744,29.7487,284.64,76,75,5.66,NO,1688831638
322,posto fiscal rolim de moura,-13.0833,-62.2667,308.03,31,0,2.2,BR,1688831638
323,zhigalovo,54.8097,105.1578,292.25,69,19,0.21,RU,1688831638
324,zheshart,62.0731,49.5733,286.04,99,100,3.13,RU,1688831638
325,jijiga,9.35,42.8,291.16,75,59,5.73,ET,1688831638
326,keflavik,64.0049,-22.5624,290.39,48,0,4.63,IS,1688831639
327,seminole,28.7086,-81.2081,305.42,81,0,4.63,US,1688831639
328,constantia,44.1833,28.65,293.53,79,99,14.28,RO,1688831639
329,felege neway,6.3,36.8833,291.78,83,45,1.35,ET,1688831639
330,labytnangi,66.6572,66.4183,287.07,86,43,2.23,RU,1688831639
331,wynyard,-41.0,145.7167,281.47,88,93,5.18,AU,1688831639
332,doume,4.2333,13.45,298.19,75,59,1.71,CM,1688831639
333,colachel,8.1667,77.25,299.57,84,100,5.49,IN,1688831639
334,kristiansund,63.1115,7.732,295.18,68,0,4.12,NO,1688831640
335,minzhu,43.7286,127.3447,291.07,93,100,1.07,CN,1688831640
336,malabar,-33.9667,151.25,287.14,55,40,5.66,AU,1688831640
337,baruun-urt,46.6806,113.2792,289.88,76,88,2.31,MN,1688831640
338,nova sintra,14.8667,-24.7167,296.07,83,62,3.95,CV,1688831640
339,boa vista,2.8197,-60.6733,302.14,65,75,3.6,BR,1688831640
340,korla,41.7597,86.1469,302.49,28,99,7.75,CN,1688831640
341,mabaruma,8.2,-59.7833,300.15,83,75,2.06,GY,1688831641
342,ponta delgada,37.7333,-25.6667,295.55,56,20,3.6,PT,1688831641
343,chusovoy,58.3013,57.8131,295.38,76,88,1.47,RU,1688831641
344,sirte,31.2089,16.5887,302.22,50,0,4.81,LY,1688831641
345,tarfaya,27.9358,-12.9218,296.04,76,5,8.53,MA,1688831641
346,petropavlovsk-kamchatsky,53.0452,158.6483,285.48,100,100,0.0,RU,1688831641
347,gaigeturi,33.4644,126.3183,300.18,89,75,1.03,KR,1688831641
348,dompu,-8.5356,118.4622,295.89,96,33,1.3,ID,1688831642
349,gaspe,48.8334,-64.4819,296.27,83,75,1.54,CA,1688831501
350,wuchuan,21.4571,110.7659,300.98,84,9,5.57,CN,1688831642
351,bodo,67.28,14.405,285.34,91,75,2.06,NO,1688831642
352,bonthe,7.5264,-12.505,301.72,67,94,4.39,SL,1688831642
353,zaozersk,69.4005,32.4476,281.8,75,98,4.66,RU,1688831642
354,lihue,21.9789,-159.3672,298.92,74,75,8.23,US,1688831642
355,kirkwood,38.5834,-90.4068,297.33,85,75,1.54,US,1688831551
356,prince rupert,54.3161,-130.3201,287.2,97,100,2.06,CA,1688831411
357,viedma,-40.8135,-62.9967,283.02,66,99,4.62,AR,1688831643
358,gazli,40.1333,63.45,307.62,15,0,3.78,UZ,1688831643
359,yurty,56.0498,97.6348,291.73,78,100,1.23,RU,1688831643
360,twon-brass,4.3151,6.2418,297.17,93,100,5.96,NG,1688831643
361,murray,40.6669,-111.888,301.48,39,0,3.6,US,1688831644
362,sarangani,5.4033,125.4636,301.5,75,98,4.94,PH,1688831644
363,fortuna,40.5982,-124.1573,287.03,94,100,2.57,US,1688831644
364,aldinga beach,-35.2793,138.4604,286.59,81,38,6.88,AU,1688831644
365,orkney,-26.9802,26.6727,289.66,23,3,3.83,ZA,1688831644
366,puerto deseado,-47.7503,-65.8938,276.0,62,9,4.92,AR,1688831644
367,praia da vitoria,38.7333,-27.0667,297.29,60,20,2.72,PT,1688831644
368,ben gardane,33.1378,11.2197,310.48,26,0,5.71,TN,1688831645
369,turpan,42.9333,89.1667,307.09,24,81,4.84,CN,1688831645
370,mendi,-6.1761,143.6513,286.7,97,100,1.21,PG,1688831645
371,vilhena,-12.7406,-60.1458,302.27,51,0,4.63,BR,1688831645
372,fort st. john,56.2499,-120.8529,290.09,59,0,1.03,CA,1688831645
373,ghadamis,30.1337,9.5007,314.76,8,0,5.5,LY,1688831645
374,elverum,60.8819,11.5623,294.98,48,93,1.64,NO,1688831645
375,kidal,18.4411,1.4078,316.76,7,19,4.54,ML,1688831645
376,callao,-12.0667,-77.15,295.31,73,20,5.14,PE,1688831646
377,kyaikkami,16.08,97.5675,300.62,85,89,3.68,MM,1688831646
378,margate,51.3813,1.3862,300.3,53,66,4.09,GB,1688831646
379,strezhevoy,60.7333,77.5889,290.01,75,71,3.02,RU,1688831646
380,mount pleasant,32.7941,-79.8626,305.36,71,0,1.34,US,1688831509
381,iquique,-20.2208,-70.1431,292.17,64,10,2.46,CL,1688831616
382,urengoy,65.9667,78.3667,290.47,63,97,3.44,RU,1688831646
383,ongjin,37.9347,125.3619,295.19,96,84,3.11,KP,1688831647
384,ukhta,63.5671,53.6835,285.63,95,100,0.72,RU,1688831647
385,javanrud,34.7961,46.5172,301.35,14,0,5.3,IR,1688831647
386,garachico,28.7781,-17.7646,296.21,73,75,3.09,ES,1688831647
387,mizunami,35.3667,137.25,300.03,96,100,1.35,JP,1688831647
388,fuxin,42.0156,121.6589,294.64,87,51,1.99,CN,1688831647
389,oum hadjer,13.2954,19.6966,308.1,33,32,3.94,TD,1688831647
390,sinjar,36.3209,41.8754,308.02,23,0,3.8,IQ,1688831647
391,lamar,33.6668,-95.5836,303.51,77,40,4.63,US,1688831648
392,kununurra,-15.7667,128.7333,295.14,49,57,2.06,AU,1688831648
393,zindah jan,34.3426,61.7468,302.71,16,0,9.39,AF,1688831648
394,huarmey,-10.0681,-78.1522,296.04,66,34,3.93,PE,1688831648
395,banamba,13.55,-7.45,313.96,17,35,4.4,ML,1688831648
396,jonuta,18.0833,-92.1333,303.46,65,40,4.76,MX,1688831648
397,cabo san lucas,22.8909,-109.9124,307.93,55,3,2.36,MX,1688831280
398,afaahiti,-17.75,-149.2833,296.08,84,53,8.39,PF,1688831649
399,viborg,56.4532,9.402,299.15,46,5,2.36,DK,1688831524
400,kafue,-15.7691,28.1814,291.79,43,81,1.75,ZM,1688831649
401,pandan,14.0453,124.1694,300.37,79,100,2.36,PH,1688831649
402,revda,56.801,59.9303,293.65,65,56,0.99,RU,1688831649
403,medina,24.4686,39.6142,315.39,5,0,5.66,SA,1688831512
404,kimbe,-5.5502,150.1429,297.06,95,100,1.9,PG,1688831649
405,kwekwe,-18.9281,29.8149,290.34,34,2,1.4,ZW,1688831650
406,maintirano,-18.0667,44.0167,296.72,73,4,4.33,MG,1688831650
407,onguday,50.75,86.15,286.37,87,25,1.94,RU,1688831650
408,grand gaube,-20.0064,57.6608,297.37,72,54,0.89,MU,1688831650
409,cedeira,43.6797,-8.0209,296.48,64,53,6.75,ES,1688831651
410,obuase,6.206,-1.6619,297.87,95,100,0.64,GH,1688831651
411,bangjun,39.9911,117.2628,299.87,41,1,3.62,CN,1688831651
412,dauphin,51.1494,-100.0502,292.23,55,0,5.14,CA,1688831651
413,bata,1.8639,9.7658,299.22,77,81,6.46,GQ,1688831651
414,mthatha,-31.5889,28.7844,288.46,82,40,7.72,ZA,1688831652
415,pisco,-13.7,-76.2167,294.18,64,100,2.57,PE,1688831652
416,aykhal,66.0,111.5,286.75,68,83,2.87,RU,1688831652
417,san ignacio de velasco,-16.3667,-60.95,305.27,33,41,4.88,BO,1688831653
418,ceylanpinar,36.8472,40.05,309.2,24,10,3.4,TR,1688831653
419,san antonio de pale,-1.4014,5.6325,296.25,90,96,6.06,GQ,1688831653
420,mogadishu,2.0371,45.3438,300.08,78,20,8.23,SO,1688831653
421,bokovskaya,49.229,41.8306,298.72,58,100,5.18,RU,1688831653
422,taoudenni,22.6783,-3.9836,321.24,5,0,4.3,ML,1688831654
423,kharkhorin,47.1975,102.8238,287.11,86,97,1.81,MN,1688831654
424,vangviang,18.9333,102.45,298.05,94,10,1.14,LA,1688831654
425,dawesville,30.9224,-84.0091,305.19,67,0,4.12,US,1688831654
426,shirvan,39.9509,48.8994,303.87,35,1,4.71,AZ,1688831654
427,andkhoy,36.9529,65.1238,304.23,15,0,2.53,AF,1688831655
428,manokwari,-0.8667,134.0833,299.39,83,100,0.65,ID,1688831655
429,saldanha,-33.0117,17.9442,285.18,71,37,9.8,ZA,1688831655
430,vail,32.0479,-110.712,308.12,24,1,3.13,US,1688831655
431,jayapura,-2.5333,140.7,298.81,92,100,2.17,ID,1688831528
432,dubbo,-32.25,148.6167,280.22,87,75,1.54,AU,1688831655
433,maile,-38.9466,-72.3727,283.49,90,87,2.37,CL,1688831655
434,kone,-21.0595,164.8658,292.44,91,77,1.69,NC,1688831655
435,at taraf,25.3628,49.725,318.45,17,70,4.22,SA,1688831656
436,changping,40.2186,116.2197,298.95,40,3,2.94,CN,1688831656
437,inari,68.906,27.0288,288.26,40,13,3.63,FI,1688831656
438,karyes,37.3,22.5,298.96,45,9,2.39,GR,1688831656
439,mlowo,-9.0,32.9833,291.98,49,77,1.82,TZ,1688831656
440,gornozavodsk,58.3758,58.3211,292.79,83,94,1.72,RU,1688831656
441,miri,4.4148,114.0089,298.23,94,40,4.12,MY,1688831656
442,argo,37.6333,22.7333,303.03,48,4,3.39,GR,1688831657
443,katsuura,35.1333,140.3,298.63,91,97,10.99,JP,1688831657
444,isna,25.2934,32.554,312.16,14,0,6.95,EG,1688831657
445,gaoping,30.7758,106.1029,300.96,80,92,0.79,CN,1688831657
446,codrington,-38.2667,141.9667,285.37,83,96,10.7,AU,1688831657
447,acarau,-2.8856,-40.12,303.97,58,5,7.37,BR,1688831657
448,montepuez,-13.1256,38.9997,295.36,53,81,3.74,MZ,1688831657
449,bangar,16.8936,120.4243,299.56,85,94,1.68,PH,1688831658
450,'ali sabieh,11.1558,42.7125,304.22,26,35,2.99,DJ,1688831658
451,santa elena,-2.2333,-80.85,299.9,89,75,1.54,EC,1688831658
452,langepas,61.2544,75.2124,289.34,80,44,4.39,RU,1688831658
453,kinik,39.0872,27.3833,300.44,50,18,7.72,TR,1688831658
454,farkhar,36.5729,69.8578,295.07,33,10,0.48,AF,1688831658
455,santana,-0.0583,-51.1817,304.25,70,40,3.6,BR,1688831658
456,lae,-6.7221,146.9847,296.69,89,99,2.59,PG,1688831659
457,vyerkhnyadzvinsk,55.7815,27.9443,294.43,50,68,5.64,BY,1688831659
458,usinsk,65.9939,57.5281,285.13,75,100,2.86,RU,1688831659
459,tukrah,32.5341,20.5791,300.66,64,0,6.25,LY,1688831659
460,ivdel',60.6911,60.4206,289.65,85,100,1.41,RU,1688831659
461,vikhorevka,56.1201,101.1636,293.92,71,29,1.58,RU,1688831659
462,muynoq,43.7683,59.0214,301.19,41,0,5.4,UZ,1688831660
463,palmer,42.1584,-72.3287,302.94,65,75,0.89,US,1688831567
464,yaren,-0.5472,166.916,301.47,81,100,5.59,NR,1688831660
465,nadym,65.5333,72.5167,289.26,76,97,6.63,RU,1688831660
466,soto la marina,23.7667,-98.2167,307.48,44,44,4.85,MX,1688831660
467,princeville,45.7668,-61.2985,301.84,65,0,4.63,CA,1688831660
468,luau,-10.7073,22.2247,296.66,26,0,1.44,AO,1688831660
469,corner brook,48.9667,-57.9484,299.24,55,18,2.98,CA,1688831660
470,alvear,-29.0968,-56.5504,293.54,65,19,4.3,AR,1688831661
471,baiao,-2.7906,-49.6717,306.76,42,50,2.12,BR,1688831661
472,holualoa,19.6228,-155.9522,294.54,83,40,2.06,US,1688831482
473,sinabang,2.4803,96.3801,299.28,80,100,0.46,ID,1688831661
474,puerto san jose,13.9256,-90.8244,302.32,67,99,1.76,GT,1688831661
475,codajas,-3.8367,-62.0569,307.48,38,90,2.79,BR,1688831661
476,chokwe,-24.5333,32.9833,295.84,35,0,3.34,MZ,1688831661
477,usogorsk,63.4106,48.6872,285.17,90,100,2.06,RU,1688831661
478,acajutla,13.5928,-89.8275,302.89,64,84,1.29,SV,1688831662
479,mount gambier,-37.8333,140.7667,285.27,83,100,7.15,AU,1688831662
480,tervel,43.75,27.4,294.42,55,100,8.57,BG,1688831662
481,amga,60.8953,131.9608,285.24,45,1,5.45,RU,1688831662
482,san ignacio,17.1561,-89.0714,301.23,78,40,0.0,BZ,1688831662
483,taroa,8.7058,171.2275,301.08,81,100,8.95,MH,1688831662
484,hoopeston,40.4673,-87.6684,295.37,73,99,3.12,US,1688831663
485,swakopmund,-22.6833,14.5333,289.81,75,6,6.71,NA,1688831663
486,sabang,5.8933,95.3214,300.21,83,100,7.08,ID,1688831663
487,agat village,13.3886,144.6585,300.67,86,20,4.63,GU,1688831663
488,okhotsk,59.3833,143.3,285.26,98,100,1.81,RU,1688831663
489,bouca,6.5105,18.2733,296.91,86,73,1.66,CF,1688831663
490,isabel segunda,18.1491,-65.4427,305.0,90,98,0.45,PR,1688831663
491,yazd,31.8972,54.3675,309.21,12,0,3.09,IR,1688831532
492,vilyuchinsk,52.9306,158.4028,286.3,90,100,1.68,RU,1688831664
493,kishtwar,33.3167,75.7667,290.28,86,100,1.09,IN,1688831664
494,jatai,-17.8814,-51.7144,302.59,23,5,3.13,BR,1688831664
495,nayagarh,20.1333,85.1,300.84,79,99,0.73,IN,1688831664
496,veltheim (kreis 5),47.5142,8.717,304.49,40,0,1.03,CH,1688831664
497,mahalapye,-23.1041,26.8142,291.77,25,0,2.78,BW,1688831664
498,petropavlovka,50.6114,105.3196,290.44,84,6,0.76,RU,1688831664
499,uusikaupunki,60.8004,21.4084,289.84,75,6,6.4,FI,1688831665
500,qandala,11.472,49.8728,305.62,52,58,1.63,SO,1688831665
501,zastron,-30.3023,27.084,283.7,40,3,6.98,ZA,1688831665
502,villa gesell,-37.2639,-56.973,284.85,59,100,4.09,AR,1688831665
503,sandnessjoen,66.0217,12.6316,288.44,70,75,2.06,NO,1688831665
504,baoding,38.8511,115.4903,303.24,30,15,2.11,CN,1688831665
505,whakatane,-37.9585,176.9854,284.69,99,100,2.88,NZ,1688831665
506,saint-pierre,-21.3393,55.4781,296.97,57,0,6.69,RE,1688831666
507,krasnoslobodsk,48.7072,44.5714,310.05,16,40,8.0,RU,1688831666
508,villa regina,-39.1,-67.0667,283.92,53,76,3.58,AR,1688831666
509,qamdo,31.1667,97.2333,283.0,69,100,1.43,CN,1688831666
510,kolonia town,6.964,158.206,300.15,94,100,2.06,FM,1688831666
511,baoshan,46.5586,131.4244,292.63,88,59,2.37,CN,1688831666
512,escarcega,18.6089,-90.7454,305.97,49,46,3.25,MX,1688831666
513,karkala,13.2,74.9833,298.05,93,100,0.99,IN,1688831666
514,puerto aysen,-45.4,-72.7,276.5,88,93,1.97,CL,1688831667
515,zuunmod,47.7069,106.9528,285.72,90,45,1.31,MN,1688831667
516,kodinsk,58.6881,99.1844,294.0,57,66,1.76,RU,1688831667
517,namsos,64.4662,11.4957,288.1,72,40,3.09,NO,1688831667
518,saint-philippe,-21.3585,55.7679,296.92,76,57,6.16,RE,1688831667
519,lambarene,-0.7001,10.2406,300.16,78,100,2.34,GA,1688831667
520,flin flon,54.7682,-101.865,287.06,88,100,2.57,CA,1688831667
521,nettuno,41.4826,12.679,307.08,56,0,2.75,IT,1688831668
522,green river,41.5286,-109.4662,293.7,55,69,1.34,US,1688831668
523,tual,-5.6667,132.75,299.55,84,100,12.14,ID,1688831668
524,berdigestyakh,62.0989,126.6992,284.12,39,26,5.82,RU,1688831668
525,shenjiamen,29.9576,122.298,297.43,95,99,6.96,CN,1688831668
526,ha'il,27.5219,41.6907,314.16,10,0,5.14,SA,1688831668
527,tazacorte,28.629,-17.9293,297.69,88,75,3.09,ES,1688831669
528,helena valley west central,46.6629,-112.0604,295.96,58,0,0.89,US,1688831669
529,hasaki,35.7333,140.8333,299.42,86,99,8.92,JP,1688831669
530,celestun,20.8667,-90.4,303.89,64,53,2.01,MX,1688831669
531,dalnerechensk,45.9339,133.7225,291.64,95,6,2.56,RU,1688831669
532,linqiong,30.4159,103.4609,304.05,70,75,1.47,CN,1688831669
533,n'zeto,-7.2312,12.8666,295.67,78,42,4.01,AO,1688831669
534,purna,19.1833,77.05,300.69,69,94,6.74,IN,1688831669
535,howard springs,-12.497,131.047,296.38,40,32,4.12,AU,1688831670
536,polyarnyy,69.1989,33.4478,280.99,77,100,5.29,RU,1688831670
537,salinas,36.6777,-121.6555,289.98,77,100,4.12,US,1688831659
538,essaouira,31.5125,-9.77,301.87,72,0,9.26,MA,1688831670
539,barcelona,41.3888,2.159,309.9,64,0,6.69,ES,1688831378
540,la'ie,21.6477,-157.9253,298.15,75,67,2.68,US,1688831670
541,mili,6.0815,171.735,301.42,81,100,8.89,MH,1688831670
542,guntersville,34.3582,-86.2947,302.2,58,0,3.09,US,1688831671
543,nur-sultan,51.1801,71.446,298.12,33,0,4.0,KZ,1688831671
544,moranbah,-22.0016,148.0466,284.28,43,22,2.5,AU,1688831671
545,guerrero negro,27.9769,-114.0611,292.9,68,30,5.02,MX,1688831468
546,selebi-phikwe,-21.979,27.8498,292.05,34,0,0.65,BW,1688831671
547,santiago de cao,-7.9589,-79.2392,297.22,73,6,4.63,PE,1688831671
548,wakimachi,34.0667,134.15,297.83,97,100,1.31,JP,1688831671
549,klyuchi,52.2667,79.1667,294.19,63,44,4.36,RU,1688831672
550,kusong,39.9811,125.2447,294.24,97,79,1.34,KP,1688831672
551,colonia,50.9333,6.95,308.47,28,0,2.57,DE,1688831507
552,noumea,-22.2763,166.4572,294.82,99,96,2.47,NC,1688831672
553,la foa,-21.7108,165.8276,293.28,80,84,2.55,NC,1688831672
554,kabinda,-6.1333,24.4833,300.49,25,0,0.32,CD,1688831672
555,nova xavantina,-14.6667,-52.35,306.84,24,0,1.51,BR,1688831673
556,bumba,2.1833,22.4667,301.35,58,32,0.39,CD,1688831673
557,tambura,5.6,27.4667,294.9,85,100,0.67,SS,1688831673
558,kaduy,59.2,37.15,293.04,55,68,1.9,RU,1688831673
559,happy valley-goose bay,53.3168,-60.3315,300.32,61,75,1.54,CA,1688831673
560,dicle,38.3751,40.0722,301.01,38,59,3.11,TR,1688831673
561,lerwick,60.1545,-1.1494,291.15,80,80,5.73,GB,1688831674
562,caleta de carquin,-11.0925,-77.6267,295.02,67,12,3.65,PE,1688831674
563,mynamaki,60.7446,22.0243,294.63,62,36,4.49,FI,1688831674
564,as sulayyil,20.4607,45.5779,317.29,6,67,4.11,SA,1688831674
565,huazhou,21.6333,110.5833,300.08,88,12,4.56,CN,1688831674
566,molochnoye,59.2917,39.6787,293.96,63,50,1.1,RU,1688831674
567,stephenville,32.2207,-98.2023,304.69,59,0,3.6,US,1688831675
568,hakui,36.8833,136.7833,296.07,99,100,2.71,JP,1688831675
